order_item_id,order_id,product_id,quantity,discount
4401,4401,458,6,0.1
4402,4402,15,3,0.05
4403,4403,383,3,0.0
4404,4404,178,3,0.0
4405,4405,362,8,0.0
4406,4406,464,2,0.0
4407,4407,320,8,0.0
4408,4408,276,2,0.0
4409,4409,69,2,0.0
4410,4410,153,3,0.0
4411,4411,306,3,0.0
4412,4412,404,3,0.0
4413,4413,9,3,0.0
4414,4414,37,1,0.05
4415,4415,149,1,0.0
4416,4416,393,6,0.05
4417,4417,40,2,0.0
4418,4418,274,6,0.0
4419,4419,26,1,0.1
4420,4420,422,3,0.0
4421,4421,415,2,0.0
4422,4422,85,3,0.15
4423,4423,12,7,0.25
4424,4424,286,3,0.15
4425,4425,446,6,0.15
4426,4426,275,3,0.15
4427,4427,379,1,0.0
4428,4428,115,1,0.05
4429,4429,94,7,0.0
4430,4430,187,5,0.1
4431,4431,210,2,0.0
4432,4432,117,3,0.0
4433,4433,440,1,0.0
4434,4434,240,1,0.0
4435,4435,196,2,0.15
4436,4436,158,5,0.0
4437,4437,343,1,0.0
4438,4438,205,3,0.0
4439,4439,455,2,0.0
4440,4440,428,3,0.0
4441,4441,242,3,0.0
4442,4442,107,1,0.0
4443,4443,49,4,0.1
4444,4444,427,4,0.1
4445,4445,388,3,0.0
4446,4446,388,2,0.15
4447,4447,361,1,0.0
4448,4448,118,8,0.15
4449,4449,437,1,0.0
4450,4450,46,1,0.0
4451,4451,58,5,0.25
4452,4452,35,8,0.05
4453,4453,379,2,0.0
4454,4454,125,4,0.0
4455,4455,329,5,0.0
4456,4456,242,4,0.0
4457,4457,51,1,0.1
4458,4458,162,2,0.1
4459,4459,201,5,0.15
4460,4460,25,3,0.0
4461,4461,251,7,0.0
4462,4462,331,4,0.25
4463,4463,250,7,0.4
4464,4464,22,7,0.1
4465,4465,474,1,0.0
4466,4466,266,8,0.25
4467,4467,56,1,0.0
4468,4468,429,2,0.1
4469,4469,393,3,0.05
4470,4470,98,5,0.1
4471,4471,33,1,0.0
4472,4472,205,2,0.05
4473,4473,40,1,0.0
4474,4474,157,5,0.0
4475,4475,479,1,0.05
4476,4476,491,2,0.15
4477,4477,183,2,0.0
4478,4478,321,1,0.0
4479,4479,367,3,0.0
4480,4480,203,1,0.0
4481,4481,430,1,0.05
4482,4482,243,4,0.0
4483,4483,292,1,0.0
4484,4484,424,2,0.0
4485,4485,33,2,0.05
4486,4486,457,3,0.0
4487,4487,493,1,0.0
4488,4488,128,1,0.0
4489,4489,39,4,0.0
4490,4490,164,7,0.0
4491,4491,310,1,0.0
4492,4492,64,6,0.0
4493,4493,332,6,0.0
4494,4494,480,5,0.15
4495,4495,304,8,0.0
4496,4496,493,3,0.2
4497,4497,207,3,0.0
4498,4498,14,8,0.0
4499,4499,207,3,0.0
4500,4500,178,4,0.0
4501,4501,115,2,0.0
4502,4502,234,7,0.0
4503,4503,256,4,0.25
4504,4504,326,6,0.0
4505,4505,360,1,0.05
4506,4506,381,4,0.0
4507,4507,277,2,0.05
4508,4508,108,1,0.0
4509,4509,369,3,0.15
4510,4510,372,2,0.0
4511,4511,47,2,0.0
4512,4512,75,1,0.0
4513,4513,181,1,0.0
4514,4514,184,2,0.1
4515,4515,126,2,0.0
4516,4516,42,7,0.4
4517,4517,59,4,0.0
4518,4518,278,3,0.0
4519,4519,154,8,0.0
4520,4520,331,5,0.0
4521,4521,90,8,0.15
4522,4522,111,3,0.0
4523,4523,29,2,0.0
4524,4524,72,1,0.0
4525,4525,168,8,0.3
4526,4526,290,2,0.1
4527,4527,72,1,0.0
4528,4528,168,1,0.1
4529,4529,112,1,0.0
4530,4530,338,8,0.0
4531,4531,87,1,0.0
4532,4532,228,2,0.15
4533,4533,159,5,0.4
4534,4534,216,2,0.0
4535,4535,221,6,0.15
4536,4536,166,2,0.0
4537,4537,169,1,0.05
4538,4538,262,2,0.0
4539,4539,442,8,0.05
4540,4540,345,5,0.25
4541,4541,400,1,0.0
4542,4542,48,2,0.0
4543,4543,476,5,0.0
4544,4544,413,1,0.0
4545,4545,99,1,0.0
4546,4546,180,4,0.0
4547,4547,130,3,0.15
4548,4548,487,3,0.0
4549,4549,410,2,0.0
4550,4550,63,6,0.0
4551,4551,89,4,0.4
4552,4552,59,5,0.15
4553,4553,363,3,0.05
4554,4554,397,5,0.0
4555,4555,448,2,0.0
4556,4556,393,7,0.0
4557,4557,455,4,0.05
4558,4558,184,2,0.0
4559,4559,173,1,0.0
4560,4560,459,2,0.0
4561,4561,216,4,0.0
4562,4562,325,2,0.1
4563,4563,440,1,0.0
4564,4564,66,1,0.0
4565,4565,222,2,0.0
4566,4566,160,4,0.0
4567,4567,63,8,0.0
4568,4568,480,4,0.25
4569,4569,421,3,0.1
4570,4570,95,2,0.0
4571,4571,396,6,0.0
4572,4572,7,1,0.0
4573,4573,170,2,0.1
4574,4574,442,6,0.0
4575,4575,83,2,0.05
4576,4576,280,4,0.0
4577,4577,399,1,0.0
4578,4578,268,1,0.0
4579,4579,406,7,0.0
4580,4580,335,1,0.0
4581,4581,89,4,0.0
4582,4582,11,2,0.0
4583,4583,129,9,0.25
4584,4584,189,2,0.0
4585,4585,74,2,0.0
4586,4586,440,1,0.0
4587,4587,28,1,0.0
4588,4588,252,6,0.3
4589,4589,35,4,0.0
4590,4590,96,7,0.25
4591,4591,274,5,0.0
4592,4592,202,2,0.0
4593,4593,290,1,0.0
4594,4594,85,1,0.0
4595,4595,437,2,0.15
4596,4596,340,4,0.25
4597,4597,218,2,0.2
4598,4598,306,5,0.4
4599,4599,195,5,0.05
4600,4600,71,1,0.0
4601,4601,409,5,0.3
4602,4602,131,2,0.0
4603,4603,408,4,0.0
4604,4604,6,6,0.0
4605,4605,88,1,0.05
4606,4606,359,1,0.0
4607,4607,460,4,0.0
4608,4608,174,1,0.0
4609,4609,120,3,0.0
4610,4610,22,3,0.05
4611,4611,75,1,0.0
4612,4612,482,1,0.0
4613,4613,124,1,0.0
4614,4614,298,2,0.05
4615,4615,162,1,0.0
4616,4616,154,6,0.0
4617,4617,123,2,0.0
4618,4618,227,3,0.1
4619,4619,134,8,0.2
4620,4620,464,1,0.0
4621,4621,409,2,0.0
4622,4622,9,1,0.0
4623,4623,435,3,0.1
4624,4624,376,6,0.0
4625,4625,237,1,0.0
4626,4626,194,1,0.05
4627,4627,150,1,0.05
4628,4628,93,1,0.0
4629,4629,375,3,0.0
4630,4630,68,3,0.15
4631,4631,493,1,0.0
4632,4632,262,8,0.4
4633,4633,139,5,0.3
4634,4634,426,1,0.0
4635,4635,447,8,0.0
4636,4636,300,5,0.0
4637,4637,393,2,0.0
4638,4638,278,4,0.15
4639,4639,303,2,0.0
4640,4640,418,4,0.4
4641,4641,156,1,0.0
4642,4642,164,8,0.0
4643,4643,71,3,0.0
4644,4644,133,2,0.2
4645,4645,475,2,0.0
4646,4646,340,4,0.0
4647,4647,24,1,0.1
4648,4648,127,4,0.15
4649,4649,280,2,0.0
4650,4650,444,1,0.0
4651,4651,157,1,0.0
4652,4652,220,2,0.0
4653,4653,307,1,0.0
4654,4654,65,4,0.0
4655,4655,274,5,0.0
4656,4656,149,4,0.0
4657,4657,169,2,0.0
4658,4658,130,3,0.05
4659,4659,448,6,0.2
4660,4660,173,4,0.15
4661,4661,121,4,0.0
4662,4662,305,3,0.0
4663,4663,210,5,0.15
4664,4664,253,5,0.05
4665,4665,281,6,0.0
4666,4666,408,2,0.0
4667,4667,331,10,0.0
4668,4668,302,4,0.0
4669,4669,466,5,0.0
4670,4670,441,1,0.0
4671,4671,55,3,0.0
4672,4672,488,3,0.0
4673,4673,107,1,0.0
4674,4674,363,4,0.0
4675,4675,418,1,0.0
4676,4676,200,6,0.1
4677,4677,19,3,0.05
4678,4678,78,6,0.0
4679,4679,171,1,0.0
4680,4680,276,1,0.0
4681,4681,225,1,0.0
4682,4682,392,1,0.0
4683,4683,372,2,0.15
4684,4684,166,3,0.0
4685,4685,444,2,0.2
4686,4686,382,2,0.0
4687,4687,346,5,0.0
4688,4688,240,2,0.15
4689,4689,487,3,0.0
4690,4690,461,1,0.0
4691,4691,86,5,0.0
4692,4692,443,3,0.0
4693,4693,24,1,0.0
4694,4694,321,8,0.1
4695,4695,330,3,0.0
4696,4696,55,3,0.0
4697,4697,279,1,0.0
4698,4698,250,3,0.0
4699,4699,312,6,0.0
4700,4700,488,2,0.15
4701,4701,145,4,0.0
4702,4702,175,2,0.0
4703,4703,406,2,0.0
4704,4704,431,4,0.0
4705,4705,279,1,0.05
4706,4706,211,1,0.0
4707,4707,207,2,0.0
4708,4708,31,1,0.0
4709,4709,222,1,0.0
4710,4710,148,1,0.0
4711,4711,196,3,0.0
4712,4712,440,1,0.0
4713,4713,7,1,0.0
4714,4714,389,1,0.0
4715,4715,76,5,0.25
4716,4716,191,1,0.0
4717,4717,267,3,0.0
4718,4718,285,1,0.0
4719,4719,468,1,0.0
4720,4720,403,7,0.0
4721,4721,489,4,0.1
4722,4722,289,8,0.0
4723,4723,313,1,0.0
4724,4724,455,4,0.0
4725,4725,257,3,0.0
4726,4726,488,1,0.0
4727,4727,169,3,0.1
4728,4728,187,3,0.4
4729,4729,150,6,0.0
4730,4730,221,4,0.0
4731,4731,66,2,0.1
4732,4732,130,4,0.0
4733,4733,207,2,0.0
4734,4734,408,4,0.0
4735,4735,408,2,0.15
4736,4736,332,9,0.15
4737,4737,276,2,0.0
4738,4738,216,1,0.05
4739,4739,201,1,0.0
4740,4740,148,1,0.0
4741,4741,424,4,0.0
4742,4742,464,1,0.0
4743,4743,155,1,0.0
4744,4744,274,6,0.0
4745,4745,244,2,0.0
4746,4746,271,1,0.0
4747,4747,69,5,0.4
4748,4748,330,2,0.15
4749,4749,138,1,0.0
4750,4750,301,2,0.0
4751,4751,23,8,0.0
4752,4752,43,3,0.0
4753,4753,4,6,0.0
4754,4754,397,1,0.0
4755,4755,145,7,0.0
4756,4756,155,1,0.0
4757,4757,487,5,0.15
4758,4758,45,3,0.0
4759,4759,167,5,0.0
4760,4760,335,1,0.0
4761,4761,426,3,0.0
4762,4762,271,1,0.0
4763,4763,398,1,0.0
4764,4764,389,1,0.0
4765,4765,278,6,0.25
4766,4766,498,8,0.0
4767,4767,377,2,0.0
4768,4768,364,9,0.0
4769,4769,94,7,0.05
4770,4770,189,3,0.0
4771,4771,348,9,0.2
4772,4772,299,2,0.15
4773,4773,155,2,0.2
4774,4774,247,2,0.0
4775,4775,449,1,0.0
4776,4776,265,7,0.0
4777,4777,432,1,0.0
4778,4778,57,2,0.0
4779,4779,310,1,0.0
4780,4780,376,8,0.0
4781,4781,493,2,0.15
4782,4782,235,2,0.15
4783,4783,474,1,0.0
4784,4784,313,2,0.0
4785,4785,415,1,0.0
4786,4786,459,4,0.0
4787,4787,141,1,0.0
4788,4788,220,1,0.1
4789,4789,108,2,0.0
4790,4790,166,2,0.0
4791,4791,236,3,0.0
4792,4792,37,1,0.0
4793,4793,262,2,0.05
4794,4794,79,1,0.0
4795,4795,154,6,0.0
4796,4796,290,1,0.0
4797,4797,347,3,0.0
4798,4798,201,4,0.0
4799,4799,35,6,0.0
4800,4800,173,1,0.0
4801,4801,309,4,0.4
4802,4802,427,3,0.25
4803,4803,472,5,0.0
4804,4804,420,2,0.0
4805,4805,390,6,0.0
4806,4806,37,1,0.0
4807,4807,352,3,0.1
4808,4808,380,3,0.0
4809,4809,498,10,0.25
4810,4810,419,3,0.0
4811,4811,401,7,0.0
4812,4812,304,6,0.0
4813,4813,269,2,0.0
4814,4814,236,1,0.0
4815,4815,270,3,0.0
4816,4816,89,1,0.0
4817,4817,444,1,0.0
4818,4818,158,2,0.0
4819,4819,216,3,0.0
4820,4820,195,3,0.15
4821,4821,184,1,0.0
4822,4822,64,7,0.0
4823,4823,468,3,0.0
4824,4824,152,1,0.0
4825,4825,44,1,0.0
4826,4826,431,7,0.0
4827,4827,308,4,0.2
4828,4828,404,5,0.25
4829,4829,26,1,0.0
4830,4830,165,7,0.3
4831,4831,72,2,0.15
4832,4832,24,4,0.0
4833,4833,384,1,0.0
4834,4834,262,3,0.0
4835,4835,345,1,0.05
4836,4836,457,1,0.0
4837,4837,66,2,0.0
4838,4838,463,2,0.0
4839,4839,369,6,0.2
4840,4840,435,8,0.1
4841,4841,145,7,0.0
4842,4842,89,2,0.0
4843,4843,316,6,0.25
4844,4844,105,2,0.0
4845,4845,137,2,0.1
4846,4846,89,2,0.0
4847,4847,247,7,0.05
4848,4848,440,1,0.0
4849,4849,191,3,0.0
4850,4850,462,2,0.0
4851,4851,282,8,0.0
4852,4852,316,9,0.2
4853,4853,396,3,0.0
4854,4854,103,1,0.05
4855,4855,98,6,0.0
4856,4856,432,1,0.0
4857,4857,326,1,0.0
4858,4858,10,3,0.0
4859,4859,202,1,0.0
4860,4860,347,2,0.2
4861,4861,391,4,0.0
4862,4862,275,5,0.0
4863,4863,64,5,0.0
4864,4864,271,1,0.1
4865,4865,267,2,0.15
4866,4866,498,6,0.0
4867,4867,190,1,0.0
4868,4868,53,2,0.2
4869,4869,437,1,0.0
4870,4870,393,5,0.0
4871,4871,149,1,0.0
4872,4872,2,8,0.0
4873,4873,81,1,0.0
4874,4874,379,2,0.05
4875,4875,253,2,0.0
4876,4876,344,5,0.0
4877,4877,161,4,0.25
4878,4878,475,1,0.0
4879,4879,467,5,0.2
4880,4880,8,5,0.25
4881,4881,109,5,0.0
4882,4882,392,7,0.15
4883,4883,283,2,0.15
4884,4884,454,1,0.0
4885,4885,124,4,0.2
4886,4886,315,1,0.0
4887,4887,92,5,0.0
4888,4888,378,5,0.3
4889,4889,388,2,0.0
4890,4890,132,1,0.0
4891,4891,51,1,0.0
4892,4892,449,2,0.0
4893,4893,293,3,0.15
4894,4894,478,2,0.0
4895,4895,208,4,0.3
4896,4896,41,5,0.0
4897,4897,72,4,0.0
4898,4898,348,5,0.0
4899,4899,311,9,0.1
4900,4900,268,2,0.1
4901,4901,261,2,0.0
4902,4902,277,3,0.25
4903,4903,424,3,0.05
4904,4904,421,5,0.25
4905,4905,166,1,0.0
4906,4906,215,4,0.0
4907,4907,28,2,0.0
4908,4908,190,4,0.1
4909,4909,219,2,0.1
4910,4910,298,1,0.0
4911,4911,401,1,0.1
4912,4912,440,4,0.2
4913,4913,383,2,0.0
4914,4914,8,2,0.15
4915,4915,231,2,0.15
4916,4916,51,1,0.0
4917,4917,244,3,0.15
4918,4918,5,3,0.2
4919,4919,500,4,0.0
4920,4920,491,1,0.0
4921,4921,145,4,0.05
4922,4922,118,3,0.0
4923,4923,3,6,0.15
4924,4924,136,8,0.25
4925,4925,187,5,0.15
4926,4926,189,1,0.0
4927,4927,407,3,0.0
4928,4928,329,2,0.0
4929,4929,447,4,0.0
4930,4930,288,4,0.15
4931,4931,317,5,0.0
4932,4932,277,1,0.0
4933,4933,204,1,0.0
4934,4934,434,1,0.05
4935,4935,64,4,0.0
4936,4936,256,5,0.25
4937,4937,238,1,0.0
4938,4938,325,3,0.1
4939,4939,366,4,0.05
4940,4940,409,2,0.0
4941,4941,492,1,0.0
4942,4942,396,1,0.0
4943,4943,466,1,0.0
4944,4944,351,1,0.0
4945,4945,372,3,0.15
4946,4946,120,3,0.1
4947,4947,185,5,0.3
4948,4948,109,7,0.0
4949,4949,168,3,0.0
4950,4950,488,1,0.0
4951,4951,449,2,0.0
4952,4952,480,7,0.0
4953,4953,265,5,0.0
4954,4954,67,5,0.0
4955,4955,38,8,0.15
4956,4956,162,4,0.4
4957,4957,419,4,0.05
4958,4958,253,10,0.0
4959,4959,159,3,0.0
4960,4960,168,2,0.0
4961,4961,132,1,0.0
4962,4962,190,2,0.0
4963,4963,454,1,0.0
4964,4964,13,3,0.0
4965,4965,346,7,0.0
4966,4966,281,7,0.15
4967,4967,188,6,0.1
4968,4968,73,1,0.0
4969,4969,278,1,0.0
4970,4970,479,1,0.0
4971,4971,38,4,0.0
4972,4972,479,4,0.0
4973,4973,482,1,0.0
4974,4974,137,1,0.0
4975,4975,404,3,0.0
4976,4976,6,7,0.0
4977,4977,458,7,0.0
4978,4978,199,6,0.2
4979,4979,454,1,0.05
4980,4980,327,1,0.0
4981,4981,443,3,0.15
4982,4982,212,7,0.15
4983,4983,257,2,0.05
4984,4984,136,3,0.0
4985,4985,281,5,0.1
4986,4986,47,1,0.0
4987,4987,257,2,0.0
4988,4988,365,2,0.0
4989,4989,227,3,0.25
4990,4990,471,1,0.0
4991,4991,176,8,0.15
4992,4992,336,1,0.0
4993,4993,422,1,0.1
4994,4994,476,4,0.0
4995,4995,369,4,0.0
4996,4996,204,3,0.0
4997,4997,208,1,0.0
4998,4998,312,1,0.0
4999,4999,486,1,0.0
5000,5000,246,1,0.1
5001,5001,304,5,0.15
5002,5002,447,10,0.25
5003,5003,9,5,0.0
5004,5004,249,1,0.0
5005,5005,418,2,0.0
5006,5006,43,2,0.0
5007,5007,474,1,0.0
5008,5008,247,3,0.0
5009,5009,193,5,0.3
5010,5010,499,2,0.0
5011,5011,3,4,0.15
5012,5012,402,3,0.0
5013,5013,393,3,0.0
5014,5014,122,1,0.0
5015,5015,41,2,0.1
5016,5016,39,9,0.3
5017,5017,452,3,0.0
5018,5018,464,2,0.05
5019,5019,50,1,0.0
5020,5020,463,2,0.0
5021,5021,448,1,0.05
5022,5022,357,2,0.15
5023,5023,355,3,0.0
5024,5024,39,1,0.0
5025,5025,204,1,0.0
5026,5026,499,1,0.0
5027,5027,11,2,0.0
5028,5028,280,4,0.15
5029,5029,284,5,0.15
5030,5030,191,6,0.25
5031,5031,188,6,0.0
5032,5032,451,1,0.0
5033,5033,47,1,0.0
5034,5034,82,2,0.0
5035,5035,153,4,0.1
5036,5036,65,5,0.0
5037,5037,382,1,0.0
5038,5038,331,8,0.0
5039,5039,23,7,0.0
5040,5040,136,5,0.0
5041,5041,81,2,0.1
5042,5042,401,6,0.0
5043,5043,46,1,0.0
5044,5044,134,3,0.05
5045,5045,402,1,0.0
5046,5046,15,1,0.05
5047,5047,219,4,0.0
5048,5048,498,4,0.0
5049,5049,164,10,0.25
5050,5050,495,5,0.0
5051,5051,272,1,0.0
5052,5052,301,4,0.0
5053,5053,229,3,0.0
5054,5054,379,2,0.0
5055,5055,116,2,0.0
5056,5056,95,12,0.1
5057,5057,499,1,0.0
5058,5058,257,4,0.15
5059,5059,272,2,0.0
5060,5060,409,2,0.0
5061,5061,54,10,0.0
5062,5062,188,4,0.0
5063,5063,318,7,0.0
5064,5064,68,4,0.0
5065,5065,396,1,0.1
5066,5066,393,5,0.0
5067,5067,252,2,0.2
5068,5068,38,7,0.05
5069,5069,342,1,0.0
5070,5070,443,4,0.0
5071,5071,407,6,0.0
5072,5072,150,4,0.2
5073,5073,401,2,0.1
5074,5074,241,3,0.15
5075,5075,491,1,0.0
5076,5076,222,1,0.0
5077,5077,265,6,0.0
5078,5078,390,10,0.0
5079,5079,460,6,0.1
5080,5080,200,2,0.1
5081,5081,309,1,0.0
5082,5082,140,4,0.2
5083,5083,387,3,0.0
5084,5084,163,2,0.15
5085,5085,352,1,0.0
5086,5086,268,1,0.0
5087,5087,470,3,0.0
5088,5088,210,8,0.2
5089,5089,484,2,0.0
5090,5090,363,1,0.0
5091,5091,94,4,0.0
5092,5092,325,1,0.0
5093,5093,461,7,0.0
5094,5094,239,2,0.0
5095,5095,500,3,0.0
5096,5096,282,2,0.0
5097,5097,127,3,0.0
5098,5098,220,1,0.05
5099,5099,202,2,0.0
5100,5100,232,12,0.25
5101,5101,472,2,0.1
5102,5102,499,3,0.25
5103,5103,86,2,0.2
5104,5104,112,2,0.15
5105,5105,457,1,0.1
5106,5106,367,6,0.0
5107,5107,80,7,0.0
5108,5108,144,6,0.25
5109,5109,28,1,0.0
5110,5110,415,2,0.1
5111,5111,59,1,0.0
5112,5112,384,1,0.0
5113,5113,212,2,0.0
5114,5114,337,1,0.0
5115,5115,242,6,0.0
5116,5116,239,5,0.1
5117,5117,220,2,0.1
5118,5118,125,2,0.1
5119,5119,29,4,0.0
5120,5120,84,3,0.0
5121,5121,384,1,0.05
5122,5122,13,4,0.0
5123,5123,192,4,0.1
5124,5124,251,3,0.0
5125,5125,253,5,0.0
5126,5126,221,5,0.0
5127,5127,408,2,0.0
5128,5128,374,5,0.0
5129,5129,351,4,0.15
5130,5130,44,2,0.0
5131,5131,445,3,0.0
5132,5132,77,3,0.15
5133,5133,366,4,0.2
5134,5134,47,1,0.0
5135,5135,405,4,0.0
5136,5136,122,7,0.2
5137,5137,10,1,0.0
5138,5138,354,9,0.0
5139,5139,39,3,0.0
5140,5140,497,4,0.15
5141,5141,360,1,0.05
5142,5142,59,3,0.3
5143,5143,85,1,0.0
5144,5144,165,1,0.0
5145,5145,41,8,0.0
5146,5146,491,3,0.0
5147,5147,318,1,0.0
5148,5148,81,4,0.0
5149,5149,183,6,0.0
5150,5150,322,4,0.0
5151,5151,323,3,0.0
5152,5152,485,1,0.0
5153,5153,170,1,0.0
5154,5154,315,6,0.2
5155,5155,291,3,0.15
5156,5156,182,2,0.05
5157,5157,337,1,0.1
5158,5158,254,5,0.2
5159,5159,412,3,0.0
5160,5160,297,8,0.0
5161,5161,161,2,0.15
5162,5162,89,3,0.0
5163,5163,17,2,0.0
5164,5164,432,5,0.1
5165,5165,198,1,0.0
5166,5166,192,13,0.15
5167,5167,485,6,0.05
5168,5168,175,1,0.05
5169,5169,64,7,0.0
5170,5170,477,6,0.0
5171,5171,131,1,0.0
5172,5172,114,2,0.0
5173,5173,439,2,0.0
5174,5174,26,2,0.0
5175,5175,207,4,0.25
5176,5176,62,5,0.0
5177,5177,416,7,0.0
5178,5178,433,1,0.1
5179,5179,463,1,0.1
5180,5180,162,2,0.0
5181,5181,154,7,0.0
5182,5182,114,1,0.0
5183,5183,178,3,0.0
5184,5184,444,1,0.0
5185,5185,193,5,0.0
5186,5186,161,2,0.0
5187,5187,179,5,0.2
5188,5188,260,4,0.0
5189,5189,287,3,0.0
5190,5190,490,1,0.0
5191,5191,277,1,0.0
5192,5192,128,1,0.0
5193,5193,425,6,0.0
5194,5194,56,1,0.0
5195,5195,444,2,0.0
5196,5196,146,5,0.0
5197,5197,132,3,0.2
5198,5198,108,4,0.0
5199,5199,343,1,0.0
5200,5200,81,8,0.25
5201,5201,30,9,0.25
5202,5202,19,3,0.0
5203,5203,121,7,0.0
5204,5204,88,2,0.15
5205,5205,309,1,0.0
5206,5206,259,1,0.0
5207,5207,285,1,0.0
5208,5208,238,1,0.0
5209,5209,333,3,0.1
5210,5210,267,3,0.2
5211,5211,226,6,0.0
5212,5212,45,1,0.0
5213,5213,309,1,0.0
5214,5214,460,3,0.0
5215,5215,126,11,0.0
5216,5216,317,6,0.25
5217,5217,56,1,0.0
5218,5218,419,2,0.0
5219,5219,6,7,0.0
5220,5220,171,1,0.0
5221,5221,107,8,0.0
5222,5222,138,2,0.2
5223,5223,497,2,0.0
5224,5224,382,2,0.0
5225,5225,224,2,0.0
5226,5226,284,4,0.05
5227,5227,438,1,0.0
5228,5228,438,3,0.1
5229,5229,337,1,0.0
5230,5230,148,4,0.15
5231,5231,85,4,0.1
5232,5232,69,2,0.0
5233,5233,31,2,0.15
5234,5234,452,10,0.25
5235,5235,391,1,0.0
5236,5236,131,2,0.15
5237,5237,353,4,0.0
5238,5238,188,3,0.0
5239,5239,218,3,0.0
5240,5240,377,2,0.0
5241,5241,248,7,0.0
5242,5242,3,2,0.0
5243,5243,358,1,0.0
5244,5244,363,7,0.25
5245,5245,352,1,0.0
5246,5246,256,1,0.1
5247,5247,415,3,0.0
5248,5248,153,1,0.0
5249,5249,195,1,0.0
5250,5250,410,1,0.0
5251,5251,346,3,0.0
5252,5252,449,4,0.15
5253,5253,200,2,0.1
5254,5254,212,5,0.0
5255,5255,44,2,0.0
5256,5256,214,1,0.05
5257,5257,415,5,0.25
5258,5258,224,5,0.0
5259,5259,463,3,0.1
5260,5260,409,3,0.3
5261,5261,216,2,0.15
5262,5262,66,3,0.0
5263,5263,241,5,0.0
5264,5264,300,7,0.0
5265,5265,191,5,0.2
5266,5266,347,4,0.2
5267,5267,232,2,0.0
5268,5268,444,1,0.0
5269,5269,349,1,0.0
5270,5270,149,4,0.0
5271,5271,492,2,0.0
5272,5272,397,3,0.2
5273,5273,454,1,0.0
5274,5274,180,3,0.1
5275,5275,467,2,0.0
5276,5276,220,2,0.0
5277,5277,145,4,0.0
5278,5278,450,1,0.0
5279,5279,77,2,0.0
5280,5280,491,1,0.0
5281,5281,341,3,0.05
5282,5282,323,1,0.05
5283,5283,293,3,0.0
5284,5284,450,5,0.0
5285,5285,287,3,0.0
5286,5286,191,3,0.0
5287,5287,470,8,0.15
5288,5288,343,3,0.0
5289,5289,411,9,0.0
5290,5290,24,2,0.0
5291,5291,26,1,0.0
5292,5292,465,1,0.0
5293,5293,32,2,0.0
5294,5294,357,5,0.0
5295,5295,207,1,0.1
5296,5296,55,5,0.0
5297,5297,321,5,0.1
5298,5298,216,5,0.4
5299,5299,33,2,0.2
5300,5300,52,1,0.0
5301,5301,55,8,0.0
5302,5302,247,4,0.05
5303,5303,127,1,0.0
5304,5304,341,2,0.05
5305,5305,250,6,0.1
5306,5306,7,1,0.0
5307,5307,449,4,0.0
5308,5308,35,10,0.0
5309,5309,392,1,0.05
5310,5310,366,4,0.1
5311,5311,309,1,0.05
5312,5312,454,5,0.0
5313,5313,350,4,0.4
5314,5314,449,1,0.0
5315,5315,153,2,0.0
5316,5316,168,6,0.15
5317,5317,163,2,0.15
5318,5318,198,6,0.1
5319,5319,386,8,0.0
5320,5320,488,6,0.25
5321,5321,341,6,0.0
5322,5322,267,4,0.0
5323,5323,28,1,0.0
5324,5324,435,9,0.0
5325,5325,409,1,0.0
5326,5326,478,3,0.05
5327,5327,475,4,0.0
5328,5328,498,6,0.0
5329,5329,333,4,0.2
5330,5330,480,4,0.0
5331,5331,496,13,0.15
5332,5332,360,4,0.15
5333,5333,354,6,0.0
5334,5334,62,2,0.0
5335,5335,381,3,0.0
5336,5336,426,4,0.0
5337,5337,476,5,0.05
5338,5338,302,2,0.0
5339,5339,140,7,0.15
5340,5340,404,1,0.0
5341,5341,57,1,0.0
5342,5342,48,3,0.0
5343,5343,375,1,0.0
5344,5344,324,2,0.15
5345,5345,210,6,0.1
5346,5346,252,4,0.0
5347,5347,120,2,0.1
5348,5348,266,4,0.0
5349,5349,366,1,0.0
5350,5350,24,2,0.0
5351,5351,170,3,0.05
5352,5352,412,6,0.15
5353,5353,445,7,0.0
5354,5354,61,8,0.0
5355,5355,431,5,0.0
5356,5356,359,1,0.0
5357,5357,350,1,0.0
5358,5358,276,8,0.3
5359,5359,270,2,0.05
5360,5360,150,1,0.0
5361,5361,478,3,0.1
5362,5362,352,1,0.0
5363,5363,77,5,0.2
5364,5364,240,1,0.0
5365,5365,183,2,0.0
5366,5366,400,1,0.0
5367,5367,417,3,0.0
5368,5368,56,2,0.0
5369,5369,353,5,0.0
5370,5370,274,7,0.0
5371,5371,239,4,0.1
5372,5372,311,6,0.0
5373,5373,362,8,0.15
5374,5374,484,3,0.1
5375,5375,235,4,0.0
5376,5376,107,2,0.05
5377,5377,343,1,0.0
5378,5378,383,1,0.0
5379,5379,454,3,0.0
5380,5380,26,2,0.15
5381,5381,266,4,0.0
5382,5382,71,2,0.0
5383,5383,388,1,0.0
5384,5384,322,1,0.0
5385,5385,85,1,0.0
5386,5386,321,6,0.1
5387,5387,260,2,0.0
5388,5388,180,4,0.0
5389,5389,410,3,0.0
5390,5390,373,2,0.0
5391,5391,444,4,0.0
5392,5392,174,2,0.0
5393,5393,459,5,0.05
5394,5394,294,9,0.25
5395,5395,54,8,0.0
5396,5396,232,4,0.0
5397,5397,121,2,0.0
5398,5398,258,9,0.0
