order_id,customer_id,order_date,region,store_id,payment_method
1958,2805,2023-12-14,North,45,Online
1959,3990,2024-08-22,North,13,Online
1960,999,2023-11-01,North,11,Card
1961,722,2024-04-14,East,30,Card
1962,3395,2023-11-29,North,1,Cash
1963,2804,2023-08-17,East,13,Card
1964,459,2023-01-23,South,38,Card
1965,627,2023-11-15,West,25,Card
1966,207,2024-02-03,North,13,Cash
1967,4769,2024-07-17,North,13,Online
1968,1940,2023-05-28,North,44,Card
1969,4369,2023-06-12,North,24,Online
1970,1050,2024-11-17,West,40,Card
1971,2592,2023-01-20,West,29,Online
1972,3790,2023-05-05,South,37,Card
1973,91,2024-09-20,South,28,Cash
1974,2047,2023-05-15,North,22,Cash
1975,3691,2024-03-20,South,3,Card
1976,4630,2024-05-20,East,48,Cash
1977,85,2024-08-25,East,16,Card
1978,4937,2023-11-07,East,13,Card
1979,2431,2023-05-07,North,49,Cash
1980,2425,2024-11-29,South,21,Card
1981,2222,2024-09-10,East,22,Card
1982,2130,2024-09-26,South,21,Cash
1983,398,2023-11-27,East,10,Card
1984,1801,2024-11-27,West,18,Cash
1985,1809,2024-04-11,South,23,Card
1986,1945,2023-12-26,South,16,Card
1987,223,2024-07-20,South,11,Cash
1988,1961,2023-11-28,West,39,Card
1989,4605,2024-11-22,East,22,Card
1990,4001,2024-03-12,North,41,Online
1991,1066,2024-08-06,East,48,Card
1992,1277,2023-11-26,North,18,Card
1993,604,2023-12-07,East,11,Online
1994,189,2023-12-27,North,36,Card
1995,638,2024-06-14,West,19,Card
1996,1997,2024-03-23,South,33,Online
1997,1845,2024-06-13,West,19,Card
1998,47,2024-10-12,South,32,Card
1999,3023,2023-02-25,East,11,Online
2000,1278,2024-09-17,West,23,Cash
2001,2218,2023-11-27,East,18,Card
2002,2887,2024-12-06,North,33,Card
2003,796,2023-04-30,North,1,Online
2004,3007,2023-12-08,North,49,Cash
2005,2390,2023-04-14,North,48,Online
2006,3859,2024-12-09,West,14,Card
2007,1219,2023-09-25,West,19,Online
2008,1761,2023-04-01,North,21,Card
2009,1345,2023-01-01,West,26,Online
2010,138,2023-09-04,South,35,Online
2011,4907,2023-12-20,West,6,Cash
2012,3555,2023-02-03,West,16,Card
2013,2760,2023-10-05,East,3,Online
2014,389,2023-10-21,North,21,Card
2015,3423,2023-04-21,South,14,Card
2016,4435,2024-03-25,East,37,Card
2017,4853,2024-02-26,East,20,Online
2018,436,2023-06-03,North,2,Cash
2019,4473,2023-06-29,South,7,Card
2020,2869,2023-05-14,South,42,Online
2021,774,2024-03-12,East,7,Cash
2022,2220,2024-11-19,South,18,Cash
2023,4331,2024-07-28,South,29,Online
2024,2771,2023-11-18,North,25,Card
2025,4927,2024-06-04,East,4,Card
2026,1139,2024-04-25,East,13,Card
2027,1696,2024-02-21,South,27,Online
2028,1587,2024-12-21,North,34,Online
2029,2332,2023-08-06,South,9,Card
2030,2670,2023-02-11,North,30,Online
2031,2269,2023-07-29,West,9,Cash
2032,4928,2024-02-08,West,38,Online
2033,2423,2024-09-21,East,22,Online
2034,3487,2023-04-28,North,35,Online
2035,2750,2023-01-16,South,42,Card
2036,4042,2024-08-05,North,9,Card
2037,1406,2024-08-04,South,31,Online
2038,2988,2023-03-15,West,40,Online
2039,4721,2024-09-14,West,8,Online
2040,2354,2023-05-03,East,20,Online
2041,2897,2023-09-14,North,28,Online
2042,2502,2024-12-13,East,42,Online
2043,2081,2023-05-25,North,28,Online
2044,3391,2024-05-12,North,1,Online
2045,1204,2023-07-22,North,35,Card
2046,3032,2024-10-27,West,6,Online
2047,391,2023-11-16,West,9,Cash
2048,2512,2023-12-02,West,34,Online
2049,3747,2024-03-07,North,35,Card
2050,2196,2023-05-01,West,23,Online
2051,1002,2023-12-06,North,35,Cash
2052,4399,2023-08-28,South,46,Cash
2053,1064,2023-11-13,South,9,Card
2054,552,2024-07-21,West,12,Online
2055,977,2024-12-24,East,32,Card
2056,3351,2023-09-12,West,15,Card
2057,3548,2024-12-10,West,38,Card
2058,3986,2024-12-03,South,21,Card
2059,4142,2024-11-25,North,26,Online
2060,4943,2023-03-28,North,45,Online
2061,1077,2023-07-27,East,20,Cash
2062,3771,2024-12-29,North,21,Card
2063,3162,2024-02-22,North,41,Cash
2064,3799,2023-11-02,South,49,Card
2065,4147,2023-12-04,East,25,Card
2066,3908,2023-05-09,North,10,Card
2067,451,2023-08-06,North,19,Cash
2068,351,2024-12-18,East,9,Card
2069,1309,2023-10-31,South,37,Cash
2070,2926,2024-12-25,South,7,Card
2071,245,2023-06-30,East,38,Online
2072,4824,2023-02-23,North,8,Card
2073,2274,2023-12-18,South,26,Card
2074,1468,2023-12-24,East,28,Cash
2075,412,2024-06-30,South,46,Card
2076,4342,2023-01-20,North,7,Card
2077,1731,2024-12-09,North,22,Card
2078,1975,2024-08-19,North,38,Card
2079,1938,2024-10-08,East,12,Online
2080,4447,2024-12-04,East,39,Online
2081,3589,2023-10-31,South,44,Cash
2082,2537,2024-07-07,South,29,Card
2083,107,2024-03-09,North,36,Card
2084,2702,2023-11-09,East,44,Card
2085,3937,2023-04-17,West,45,Cash
2086,2576,2024-12-30,North,37,Online
2087,2547,2023-07-24,South,25,Cash
2088,3767,2024-05-23,West,28,Online
2089,1673,2024-10-04,West,12,Card
2090,402,2024-06-30,South,27,Card
2091,602,2024-09-27,West,26,Cash
2092,4282,2023-01-01,East,17,Online
2093,3635,2024-08-12,West,32,Card
2094,88,2024-08-11,East,43,Card
2095,2206,2024-06-07,North,26,Cash
2096,2968,2024-08-27,East,27,Online
2097,3535,2023-11-21,North,28,Cash
2098,1483,2024-09-01,North,39,Cash
2099,322,2023-09-03,South,9,Online
2100,1837,2024-11-27,West,23,Online
2101,1569,2024-06-06,North,19,Card
2102,4721,2023-10-13,East,22,Online
2103,2964,2023-11-20,South,33,Online
2104,1029,2024-08-11,South,20,Online
2105,4571,2024-07-22,West,26,Cash
2106,928,2024-11-30,South,30,Card
2107,2541,2024-01-28,North,23,Card
2108,3820,2023-12-29,West,47,Cash
2109,4484,2024-05-05,North,41,Card
2110,835,2023-06-10,South,43,Online
2111,30,2024-07-02,West,47,Card
2112,3783,2024-03-30,North,39,Cash
2113,1969,2024-05-26,North,13,Card
2114,3581,2023-10-11,East,41,Online
2115,4340,2023-06-05,South,29,Cash
2116,1344,2024-01-26,East,19,Card
2117,2263,2023-10-12,South,47,Card
2118,2162,2024-06-07,West,8,Card
2119,4121,2023-09-11,North,38,Card
2120,858,2023-08-03,South,3,Card
2121,4994,2023-02-15,East,5,Online
2122,2493,2024-11-08,East,20,Online
2123,806,2024-12-16,West,16,Card
2124,1381,2023-08-25,South,38,Online
2125,3364,2024-12-20,East,46,Card
2126,3427,2023-11-21,East,49,Card
2127,3109,2024-07-07,East,21,Card
2128,2965,2024-08-05,South,28,Card
2129,1606,2023-11-16,East,20,Card
2130,2558,2023-12-20,North,36,Card
2131,2043,2024-08-28,West,13,Cash
2132,779,2023-10-30,East,24,Card
2133,1747,2023-12-23,South,23,Online
2134,3941,2024-12-02,North,37,Card
2135,1852,2023-06-23,West,3,Card
2136,3997,2024-06-18,South,3,Card
2137,1359,2024-12-02,North,7,Online
2138,2627,2024-11-22,North,47,Card
2139,491,2024-01-29,East,16,Online
2140,2082,2024-04-06,East,20,Cash
2141,3372,2023-02-12,South,39,Cash
2142,4065,2024-08-30,South,14,Online
2143,3754,2024-11-10,East,35,Online
2144,4990,2024-12-31,North,11,Card
2145,3830,2024-01-27,North,20,Card
2146,1950,2024-08-04,West,28,Card
2147,1423,2024-11-22,East,38,Card
2148,1677,2024-04-17,West,47,Online
2149,1647,2023-09-25,North,24,Card
2150,3960,2024-12-31,North,1,Online
2151,1240,2023-03-20,South,27,Card
2152,1938,2024-08-18,East,26,Card
2153,4680,2023-11-15,North,44,Online
2154,380,2024-01-23,North,5,Card
2155,4465,2024-11-19,North,47,Online
2156,3748,2023-11-24,East,13,Cash
2157,2257,2024-11-27,South,13,Online
2158,3928,2024-11-03,South,36,Online
2159,4121,2024-08-22,North,34,Cash
2160,275,2024-09-15,South,42,Cash
2161,2270,2023-05-17,North,37,Cash
2162,2923,2023-11-17,East,1,Cash
2163,3388,2023-03-11,South,3,Card
2164,1871,2024-03-28,North,46,Online
2165,111,2024-09-03,East,48,Card
2166,1756,2024-08-29,East,4,Online
2167,1368,2023-09-27,South,40,Cash
2168,134,2024-03-11,South,16,Online
2169,2912,2024-12-16,West,30,Cash
2170,3263,2024-09-12,South,35,Card
2171,1061,2024-12-29,South,12,Card
2172,2023,2023-12-12,East,24,Cash
2173,2187,2024-06-08,West,42,Online
2174,3171,2024-10-27,West,40,Online
2175,3336,2024-12-26,West,23,Online
2176,596,2023-11-29,East,32,Card
2177,4107,2023-11-21,South,7,Cash
2178,3422,2024-11-22,East,48,Online
2179,2279,2024-11-01,East,13,Card
2180,618,2023-09-08,West,49,Online
2181,451,2023-01-02,East,7,Card
2182,4587,2024-12-31,North,13,Online
2183,1893,2023-10-27,West,25,Online
2184,2455,2024-04-25,South,47,Card
2185,3809,2023-12-16,East,5,Online
2186,2528,2023-12-01,North,30,Card
2187,223,2023-09-16,North,13,Card
2188,901,2024-11-12,East,23,Card
2189,2366,2024-07-31,West,1,Online
2190,1610,2023-03-13,East,27,Cash
2191,1224,2024-12-23,North,3,Card
2192,1363,2024-12-08,North,2,Online
2193,1269,2023-01-13,West,10,Online
2194,1232,2023-11-21,North,37,Card
2195,1748,2024-03-19,South,3,Cash
2196,738,2023-09-28,South,21,Cash
2197,2980,2023-05-21,South,32,Card
2198,1782,2023-08-11,North,18,Cash
2199,4130,2024-08-14,South,38,Card
2200,4419,2024-11-20,West,3,Card
2201,347,2024-12-08,South,2,Online
2202,1216,2024-04-19,North,3,Card
2203,2769,2024-11-20,West,46,Cash
2204,245,2024-08-22,West,38,Cash
2205,3052,2023-11-28,West,5,Cash
2206,1371,2024-01-21,West,49,Online
2207,1088,2024-06-04,North,48,Cash
2208,1892,2024-11-18,South,40,Online
2209,4003,2023-11-29,North,21,Cash
2210,119,2024-03-14,West,24,Online
2211,2809,2023-08-09,East,39,Card
2212,895,2024-11-25,North,24,Card
2213,363,2024-10-31,South,46,Card
2214,314,2024-05-27,South,1,Card
2215,1707,2023-03-29,South,39,Online
2216,3466,2024-07-06,South,2,Card
2217,4368,2023-11-25,North,37,Online
2218,1790,2023-11-21,North,23,Card
2219,2394,2024-02-04,South,16,Cash
2220,3611,2024-07-27,North,47,Online
2221,2281,2024-05-23,South,30,Card
2222,3681,2023-08-12,North,32,Card
2223,905,2023-11-22,East,11,Card
2224,3045,2024-11-27,North,6,Online
2225,3998,2024-04-07,North,40,Card
2226,911,2024-06-27,East,48,Online
2227,1746,2024-02-20,West,12,Card
2228,4343,2024-06-24,South,4,Card
2229,4672,2023-11-25,West,16,Card
2230,2391,2024-02-01,West,11,Card
2231,1206,2024-07-20,South,24,Cash
2232,2680,2024-12-15,East,15,Cash
2233,3313,2023-07-31,North,15,Online
2234,4388,2023-03-21,West,17,Online
2235,3670,2024-07-15,East,23,Card
2236,2525,2023-10-06,South,22,Card
2237,3308,2023-06-18,East,29,Cash
2238,2743,2023-04-11,West,42,Card
2239,4626,2024-12-16,North,38,Online
2240,101,2024-09-12,North,34,Card
2241,3449,2023-12-24,North,45,Card
2242,1902,2024-11-02,South,3,Online
2243,1215,2024-10-07,West,43,Card
2244,790,2024-01-08,West,23,Cash
2245,3624,2024-07-16,South,40,Online
2246,503,2024-08-07,South,45,Card
2247,887,2023-09-22,South,10,Card
2248,3533,2024-07-04,West,45,Cash
2249,4369,2023-06-02,South,38,Card
2250,1410,2023-05-12,West,17,Online
2251,2924,2023-03-16,North,26,Card
2252,1911,2024-02-29,North,38,Cash
2253,261,2023-11-22,East,25,Online
2254,1353,2023-12-05,West,28,Online
2255,4374,2023-01-08,South,29,Card
2256,3007,2023-07-19,West,35,Card
2257,823,2023-05-14,West,20,Cash
2258,2821,2024-05-07,East,39,Cash
2259,4927,2023-12-29,North,44,Card
2260,1056,2024-07-16,East,39,Cash
2261,4287,2023-08-30,West,10,Online
2262,4008,2024-03-17,North,17,Cash
2263,4709,2024-08-15,South,15,Online
2264,1532,2024-11-16,East,9,Online
2265,4043,2023-12-13,East,13,Cash
2266,3825,2023-10-21,North,9,Card
2267,106,2024-11-22,West,5,Card
2268,3774,2023-10-03,East,43,Card
2269,4731,2024-09-22,West,21,Card
2270,2996,2023-05-03,East,24,Card
2271,3288,2023-11-26,North,14,Cash
2272,4166,2024-07-31,North,26,Card
2273,1462,2023-06-29,North,15,Cash
2274,2020,2023-12-22,South,10,Card
2275,571,2024-03-25,East,9,Online
2276,149,2023-05-15,South,10,Card
2277,2692,2023-02-10,North,4,Online
2278,1919,2024-01-22,South,6,Card
2279,3656,2024-07-15,South,28,Card
2280,1713,2024-09-29,West,1,Online
2281,3966,2024-12-25,North,19,Card
2282,3506,2023-04-23,North,17,Online
2283,583,2024-11-27,West,8,Cash
2284,2691,2023-11-04,North,49,Card
2285,2581,2023-03-02,West,8,Online
2286,320,2024-01-01,East,28,Cash
2287,4795,2023-07-17,North,30,Card
2288,32,2024-06-06,North,11,Card
2289,1040,2023-04-18,West,25,Cash
2290,1128,2023-11-01,East,3,Card
2291,3840,2023-07-24,South,16,Card
2292,3660,2023-06-23,East,15,Card
2293,2180,2023-04-04,North,23,Card
2294,1179,2023-01-10,East,39,Online
2295,2808,2024-10-30,East,37,Card
2296,2765,2024-09-24,West,43,Card
2297,2725,2024-04-09,North,40,Card
2298,213,2024-12-22,North,29,Card
2299,4862,2023-11-24,East,29,Card
2300,3147,2023-05-21,South,28,Cash
2301,2890,2023-12-30,North,5,Online
2302,2360,2023-12-06,East,25,Card
2303,4321,2023-08-30,West,17,Online
2304,497,2024-11-14,North,33,Cash
2305,473,2024-03-10,East,33,Card
2306,3383,2023-11-17,East,9,Online
2307,2523,2023-12-26,North,25,Online
2308,196,2024-09-05,West,9,Card
2309,4462,2024-09-25,East,15,Cash
2310,1552,2023-06-08,South,16,Card
2311,4310,2023-12-15,North,21,Cash
2312,3007,2023-07-07,North,41,Card
2313,1717,2024-12-22,West,4,Card
2314,4938,2023-06-20,East,35,Cash
2315,1673,2024-01-31,South,48,Card
2316,4662,2023-05-02,North,15,Cash
2317,3979,2023-11-28,West,40,Online
2318,118,2024-10-18,North,48,Card
2319,3177,2023-02-03,West,47,Card
2320,3813,2024-04-02,East,20,Online
2321,2198,2023-05-05,North,48,Cash
2322,2130,2024-12-12,North,16,Card
2323,901,2024-03-20,South,1,Card
2324,2771,2023-08-27,East,10,Cash
2325,3349,2023-12-31,West,13,Online
2326,951,2023-07-10,East,24,Card
2327,3607,2023-04-16,West,23,Online
2328,258,2023-12-27,East,6,Card
2329,651,2024-06-30,South,15,Card
2330,4492,2023-12-14,North,36,Online
2331,923,2023-07-24,North,24,Card
2332,398,2023-12-01,West,35,Card
2333,561,2023-04-09,West,13,Online
2334,3016,2024-03-17,East,44,Online
2335,3372,2023-03-29,South,34,Cash
2336,1706,2024-12-07,South,23,Online
2337,713,2024-02-07,North,1,Cash
2338,2685,2024-08-11,North,36,Online
2339,4407,2024-02-12,North,46,Cash
2340,3600,2023-04-07,West,25,Online
2341,2322,2023-04-05,East,34,Cash
2342,3878,2023-09-07,North,3,Online
2343,4627,2024-08-24,East,13,Online
2344,4113,2023-09-04,East,14,Cash
2345,4566,2023-12-05,South,43,Cash
2346,555,2024-11-26,East,29,Online
2347,4978,2024-06-15,South,2,Card
2348,2679,2024-05-19,West,8,Card
2349,4942,2023-12-08,South,34,Card
2350,1997,2023-11-24,North,10,Online
2351,2376,2024-02-21,North,7,Online
2352,1805,2023-11-28,East,26,Cash
2353,4350,2023-05-29,West,32,Card
2354,4947,2024-10-26,North,15,Cash
2355,4918,2023-11-10,East,2,Card
2356,1573,2023-08-07,South,19,Card
2357,4967,2024-12-03,South,33,Card
2358,257,2024-11-29,South,39,Cash
2359,3729,2024-11-18,East,6,Card
2360,4652,2023-12-27,West,20,Online
2361,2701,2024-03-19,South,12,Cash
2362,2206,2023-11-28,West,21,Cash
2363,322,2024-05-03,West,18,Online
2364,4380,2024-04-29,West,4,Card
2365,3114,2023-10-10,South,43,Card
2366,1918,2023-08-30,South,6,Card
2367,4710,2023-06-25,West,9,Online
2368,1517,2024-11-24,North,30,Card
2369,4325,2024-10-25,South,38,Online
2370,3046,2023-12-01,East,13,Card
2371,119,2023-12-28,North,35,Online
2372,2372,2024-12-23,North,25,Cash
2373,4416,2024-11-12,East,15,Card
2374,3261,2023-01-16,West,26,Card
2375,4797,2023-10-30,West,10,Card
2376,2700,2023-07-04,South,22,Online
2377,3048,2023-08-28,South,21,Card
2378,3666,2024-07-11,North,27,Card
2379,4963,2023-01-11,West,47,Card
2380,194,2024-12-20,West,32,Card
2381,2447,2023-05-15,South,45,Cash
2382,1400,2023-04-06,West,24,Online
2383,3928,2024-05-19,West,40,Cash
2384,4898,2024-01-19,South,41,Card
2385,730,2024-03-24,West,1,Card
2386,3998,2023-05-15,East,43,Online
2387,4946,2023-05-27,North,26,Cash
2388,125,2023-12-08,East,47,Card
2389,2552,2023-06-14,West,9,Online
2390,3457,2024-08-23,South,7,Online
2391,3840,2023-02-21,East,44,Card
2392,3643,2023-10-29,North,42,Cash
2393,1971,2024-12-09,West,16,Card
2394,38,2024-12-11,East,11,Online
2395,2525,2023-08-16,South,19,Online
2396,4818,2024-11-15,East,47,Card
2397,1309,2023-01-15,South,16,Online
2398,4461,2024-10-21,North,30,Card
2399,2924,2023-10-20,South,34,Online
2400,2709,2023-01-14,West,12,Online
2401,3953,2023-12-12,South,6,Card
2402,231,2024-12-03,West,6,Card
2403,2805,2024-11-21,East,9,Card
2404,842,2023-01-18,East,47,Online
2405,3584,2023-05-04,South,23,Online
2406,4612,2023-11-24,East,37,Card
2407,4915,2024-04-12,South,42,Online
2408,3535,2023-09-10,South,35,Cash
2409,608,2024-08-03,East,14,Card
2410,4619,2024-10-25,East,10,Card
2411,3961,2024-12-25,West,34,Card
2412,2032,2023-07-20,North,10,Online
2413,1365,2023-06-13,North,48,Online
2414,1206,2023-03-09,South,41,Card
2415,3888,2024-10-31,East,47,Online
2416,2166,2023-05-03,South,32,Online
2417,4684,2024-12-03,North,46,Card
2418,2275,2024-08-26,West,36,Cash
2419,3366,2023-10-12,South,48,Online
2420,2396,2023-01-05,East,13,Online
2421,4300,2023-01-04,West,22,Card
2422,1666,2024-10-26,South,29,Online
2423,845,2023-11-25,South,35,Cash
2424,3341,2024-07-18,East,34,Online
2425,1939,2023-10-19,South,9,Online
2426,3233,2023-02-15,East,27,Card
2427,2221,2023-07-13,East,2,Card
2428,4175,2023-11-24,South,19,Cash
2429,569,2024-03-11,South,31,Online
2430,2411,2023-02-01,West,15,Card
2431,134,2023-01-26,East,14,Cash
2432,4379,2023-12-17,West,38,Card
2433,3731,2024-02-27,North,37,Online
2434,127,2024-09-18,South,43,Card
2435,1796,2023-09-24,North,26,Card
2436,3977,2023-03-21,South,41,Online
2437,2728,2024-07-22,South,15,Cash
2438,3561,2024-01-15,North,37,Cash
2439,260,2024-08-06,South,26,Cash
2440,1844,2023-12-28,West,18,Card
2441,1513,2024-11-02,South,35,Online
2442,4278,2023-11-27,West,41,Online
2443,2281,2023-09-14,West,29,Online
2444,4568,2024-11-24,West,4,Card
2445,1109,2024-06-30,East,39,Card
2446,1543,2023-01-08,North,23,Online
2447,1256,2023-04-05,East,21,Online
2448,2241,2023-04-23,West,41,Cash
2449,2649,2024-08-17,North,31,Online
2450,3959,2023-07-11,North,44,Cash
2451,3430,2024-12-18,North,45,Card
2452,4861,2024-03-07,South,5,Card
2453,2933,2023-12-22,East,31,Card
2454,1587,2024-12-17,East,1,Card
2455,3638,2024-12-25,North,30,Card
2456,4562,2023-02-07,South,8,Cash
2457,4984,2024-06-27,North,26,Online
2458,3752,2023-11-11,North,15,Card
2459,19,2023-03-06,West,10,Online
2460,784,2024-04-01,North,43,Card
2461,415,2023-07-07,South,44,Card
2462,2576,2023-11-29,North,16,Cash
2463,4892,2023-02-24,South,20,Card
2464,1699,2023-07-16,North,9,Online
2465,3944,2023-04-20,South,10,Card
2466,4605,2024-11-24,North,45,Cash
2467,4562,2024-12-28,North,45,Card
2468,2590,2024-07-13,North,48,Cash
2469,1504,2024-10-14,West,40,Card
2470,723,2024-06-12,North,10,Online
2471,2348,2023-01-13,West,46,Online
2472,646,2023-07-24,East,24,Card
2473,3273,2023-08-29,East,27,Online
2474,7,2024-09-02,East,6,Online
2475,3702,2024-08-16,East,33,Online
2476,2926,2023-02-22,West,38,Cash
2477,4524,2023-01-14,East,17,Card
2478,2557,2023-12-07,South,11,Card
2479,1600,2024-11-30,West,12,Online
2480,1667,2023-11-11,East,41,Cash
2481,1062,2023-03-17,North,2,Online
2482,3802,2023-12-07,West,2,Online
2483,1164,2024-09-13,West,40,Online
2484,1282,2024-11-25,North,41,Card
2485,2896,2023-01-23,South,30,Card
2486,1209,2023-01-10,North,47,Card
2487,756,2023-08-26,West,36,Card
2488,1227,2023-03-07,North,24,Online
2489,1234,2023-10-07,West,27,Cash
2490,3518,2024-11-26,South,2,Card
2491,4879,2024-12-01,South,11,Cash
2492,3311,2023-07-28,North,23,Online
2493,3363,2023-10-27,West,30,Online
2494,1455,2024-11-11,North,24,Card
2495,2364,2024-12-16,North,29,Card
2496,1101,2023-11-07,North,48,Card
2497,4247,2024-11-29,North,12,Online
2498,1321,2023-06-25,South,29,Online
2499,4503,2023-06-16,South,31,Online
2500,4588,2024-07-29,East,9,Card
2501,1156,2024-02-08,South,13,Online
2502,2786,2023-12-20,West,3,Cash
2503,997,2023-02-24,West,28,Cash
2504,2546,2024-11-10,North,46,Online
2505,4985,2024-11-27,West,34,Card
2506,2319,2023-05-18,East,8,Card
2507,4528,2023-09-27,North,35,Online
2508,2520,2023-08-24,South,37,Card
2509,900,2024-11-11,East,12,Cash
2510,463,2023-01-12,North,30,Online
2511,3877,2023-09-13,East,12,Cash
2512,3298,2023-11-11,West,7,Card
2513,2780,2024-01-05,South,28,Online
2514,989,2024-07-24,East,37,Online
2515,212,2023-04-10,South,11,Card
2516,754,2023-04-03,East,39,Online
2517,3690,2024-11-14,North,23,Online
2518,436,2024-10-31,East,46,Online
2519,4180,2024-03-13,West,20,Cash
2520,779,2023-11-29,West,2,Online
2521,3853,2024-07-11,West,13,Cash
2522,1961,2023-10-03,South,49,Online
2523,1807,2024-12-26,East,31,Online
2524,1725,2023-10-02,East,23,Card
2525,1980,2024-11-22,North,22,Card
2526,246,2024-12-04,East,16,Online
2527,384,2024-11-05,East,42,Online
2528,285,2024-04-29,East,20,Online
2529,3995,2023-03-30,East,44,Card
2530,901,2023-08-13,North,49,Online
2531,2922,2024-11-24,East,38,Card
2532,806,2023-08-15,North,44,Online
2533,2229,2023-11-19,East,2,Card
2534,4973,2023-09-05,South,20,Card
2535,2539,2024-07-29,West,47,Online
2536,1997,2023-12-10,East,26,Online
2537,2504,2024-12-20,North,28,Cash
2538,105,2024-07-08,North,15,Cash
2539,439,2023-04-01,South,8,Online
2540,2699,2024-03-22,South,29,Online
2541,509,2023-12-16,West,5,Cash
2542,4975,2023-05-04,West,7,Cash
2543,64,2023-07-07,West,18,Cash
2544,4416,2024-11-23,North,28,Online
2545,2828,2024-12-19,East,12,Cash
2546,2077,2024-10-17,West,11,Cash
2547,437,2023-04-06,West,6,Card
2548,3658,2023-09-15,West,32,Card
2549,3665,2024-11-01,East,3,Card
2550,4729,2023-01-28,South,43,Online
2551,3730,2023-12-16,East,10,Card
2552,1077,2024-11-30,East,41,Cash
2553,1831,2024-12-08,North,43,Online
2554,4296,2023-12-27,East,34,Card
2555,549,2023-01-29,South,41,Online
2556,4145,2024-08-31,South,10,Card
2557,2088,2023-07-09,East,18,Card
2558,1177,2023-01-29,East,42,Online
2559,4772,2023-05-09,South,2,Card
2560,4307,2024-11-30,North,10,Cash
2561,4243,2024-11-26,East,26,Card
2562,2803,2023-08-01,North,47,Cash
2563,2457,2024-02-26,South,17,Card
2564,2506,2024-09-01,West,46,Online
2565,3315,2023-06-02,North,11,Card
2566,4107,2024-06-22,East,12,Cash
2567,3120,2024-12-05,East,8,Card
2568,984,2024-08-25,North,14,Cash
2569,1751,2023-05-22,North,36,Card
2570,2321,2023-08-25,North,45,Card
2571,901,2024-12-29,East,3,Cash
2572,3593,2024-10-17,East,20,Online
2573,114,2024-10-26,East,20,Online
2574,1523,2024-02-03,South,19,Card
2575,1045,2023-12-28,South,16,Online
2576,33,2023-01-16,East,5,Cash
2577,2968,2024-09-18,East,15,Cash
2578,26,2023-03-09,East,44,Online
2579,2649,2024-09-29,West,28,Card
2580,4641,2023-03-18,East,46,Online
2581,2066,2023-11-20,West,18,Online
2582,934,2024-10-03,West,33,Cash
2583,1051,2024-05-03,East,49,Cash
2584,4204,2024-03-17,East,13,Cash
2585,738,2023-12-17,North,4,Online
2586,2915,2023-03-26,East,19,Online
2587,793,2023-12-19,South,40,Card
2588,1356,2023-08-11,East,42,Card
2589,3993,2024-07-04,North,33,Online
2590,1061,2023-02-02,South,28,Online
2591,4139,2023-05-25,North,9,Online
2592,3203,2024-10-06,South,5,Card
2593,3354,2023-01-08,North,41,Cash
2594,4629,2024-02-18,East,39,Card
2595,3048,2024-11-23,North,23,Online
2596,1501,2023-02-04,South,10,Card
2597,69,2023-11-24,South,11,Card
2598,1949,2024-05-28,North,45,Card
2599,4123,2023-12-21,North,34,Card
2600,2601,2023-12-07,North,42,Cash
2601,4682,2024-10-30,East,42,Card
2602,4730,2023-08-21,West,11,Online
2603,3083,2023-10-06,North,35,Cash
2604,4755,2024-04-02,East,24,Card
2605,2934,2023-12-16,North,1,Online
2606,460,2023-07-31,East,47,Card
2607,2627,2024-12-28,East,45,Card
2608,2802,2023-08-22,North,32,Cash
2609,464,2023-06-18,West,38,Online
2610,3007,2023-11-04,South,15,Card
2611,865,2023-08-17,North,39,Card
2612,2698,2023-05-27,East,7,Card
2613,865,2023-04-20,East,17,Cash
2614,3916,2024-01-31,East,17,Cash
2615,2927,2024-12-20,East,16,Card
2616,4430,2023-08-30,South,3,Card
2617,2398,2023-03-30,North,46,Card
2618,1783,2024-10-23,North,12,Card
2619,3999,2023-09-26,South,17,Cash
2620,4168,2024-03-25,South,19,Card
2621,4548,2024-10-25,North,15,Online
2622,1779,2024-03-15,South,47,Online
2623,826,2024-05-26,West,14,Cash
2624,3370,2024-10-31,North,24,Card
2625,2158,2023-06-09,West,43,Card
2626,3362,2024-08-23,East,19,Online
2627,3331,2024-12-30,East,4,Card
2628,1675,2023-07-15,North,13,Cash
2629,2866,2024-08-08,North,18,Online
2630,787,2023-12-11,South,44,Online
2631,2040,2024-11-27,North,38,Card
2632,1763,2024-03-27,East,1,Online
2633,2211,2023-02-20,South,36,Card
2634,1702,2023-04-05,East,39,Online
2635,2713,2023-03-04,West,40,Card
2636,2317,2023-12-20,East,4,Cash
2637,1611,2024-10-19,South,1,Online
2638,4706,2023-02-24,South,40,Card
2639,905,2024-06-22,East,36,Card
2640,1137,2023-02-13,West,39,Online
2641,2026,2024-07-22,West,37,Card
2642,106,2023-06-30,East,44,Online
2643,3093,2023-04-30,South,20,Card
2644,2022,2023-12-02,West,1,Card
2645,699,2024-11-08,West,28,Card
2646,3271,2023-05-29,North,43,Online
2647,961,2023-10-15,West,36,Online
2648,3298,2024-08-20,North,34,Card
2649,209,2023-05-28,North,32,Cash
2650,1892,2024-11-21,South,25,Online
2651,3507,2023-07-13,South,26,Cash
2652,1453,2024-03-26,South,26,Card
2653,3861,2024-06-26,East,18,Online
2654,435,2024-09-21,South,24,Card
2655,1647,2024-06-03,North,28,Online
